Region Code,Region,Group,Country,ISO3,Hazard,Hazard Label,Source,Peak Score,Peak Month,Risk Category,Months in Risk Category,High or Very High Months,January,February,March,UN Subregion,UN Intermediate Region,UN Regional Group
1,Americas,Floods/TC,Canada,CAN,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Northern America,,Northern America
1,Americas,Floods/TC,Chile,CHL,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Colombia,COL,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Costa Rica,CRI,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Ecuador,ECU,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Grenada,GRD,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Guyana,GUY,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Nicaragua,NIC,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Panama,PAN,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Paraguay,PRY,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Peru,PER,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Suriname,SUR,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Trinidad and Tobago,TTO,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Uruguay,URY,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Venezuela,VEN,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Mexico,MEX,WF,Wildfire,GWIS seasonal API,20.63,March,Very High,1,3,10.434567826086957,14.143982608695651,20.631232173913045,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,El Salvador,SLV,WF,Wildfire,GWIS seasonal API,17.76,February,Very High,2,3,15.339294782608693,17.761523913043476,17.670342608695652,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Nicaragua,NIC,WF,Wildfire,GWIS seasonal API,9.91,March,High,1,1,6.6539908695652175,8.620034782608696,9.905789130434782,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Venezuela,VEN,WF,Wildfire,GWIS seasonal API,9.19,February,High,1,1,6.161924347826086,9.19298,8.468587391304348,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Cuba,CUB,WF,Wildfire,GWIS seasonal API,8.1,March,Medium,3,0,5.325763478260869,6.589186521739132,8.099282608695653,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Costa Rica,CRI,WF,Wildfire,GWIS seasonal API,6.67,March,Medium,2,0,4.006084782608696,6.080598695652173,6.674396521739131,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Guatemala,GTM,WF,Wildfire,GWIS seasonal API,5.87,March,Medium,1,0,2.390319130434783,4.089633913043478,5.8686230434782605,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Saint Lucia,LCA,WF,Wildfire,GWIS seasonal API,5.75,March,Medium,2,0,3.189651739130435,5.514260869565217,5.748858260869565,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Chile,CHL,WF,Wildfire,GWIS seasonal API,5.36,January,Medium,2,0,5.357891739130435,5.003840869565217,4.872934782608695,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Jamaica,JAM,WF,Wildfire,GWIS seasonal API,5.32,March,Medium,2,0,3.980806956521739,5.068585652173914,5.3174847826086955,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Uruguay,URY,WF,Wildfire,GWIS seasonal API,4.81,January,Low,2,0,4.80891347826087,2.7671421739130433,1.9760895652173913,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Colombia,COL,WF,Wildfire,GWIS seasonal API,4.3,February,Low,3,0,2.8639256521739127,4.298067391304348,2.021039565217391,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Dominican Republic,DOM,WF,Wildfire,GWIS seasonal API,4.23,March,Low,3,0,3.069028260869565,3.976699565217391,4.232932173913043,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Dominica,DMA,WF,Wildfire,GWIS seasonal API,3.93,March,Low,3,0,2.1191330434782607,3.294435217391304,3.9302334782608694,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Paraguay,PRY,WF,Wildfire,GWIS seasonal API,3.61,January,Low,3,0,3.6086904347826088,3.142980869565217,2.51383,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Bahamas,BHS,WF,Wildfire,GWIS seasonal API,3.25,March,Low,3,0,2.1772765217391306,2.5067813043478258,3.2545182608695655,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Antigua and Barbuda,ATG,WF,Wildfire,GWIS seasonal API,3.05,March,Low,2,0,1.476662608695652,2.198738260869565,3.0476873913043474,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Vincent and the Grenadines,VCT,WF,Wildfire,GWIS seasonal API,2.99,March,Low,2,0,1.2843721739130434,2.5059591304347824,2.9898095652173913,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Barbados,BRB,WF,Wildfire,GWIS seasonal API,2.9,March,Low,2,0,1.3073917391304348,2.437201739130435,2.900994347826087,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,United States,USA,WF,Wildfire,GWIS seasonal API,2.84,March,Low,1,0,1.3162752173913044,1.5980878260869564,2.838447391304348,Northern America,,Northern America
1,Americas,Drought/Wildfire,Grenada,GRD,WF,Wildfire,GWIS seasonal API,2.83,March,Low,2,0,1.0060452173913041,2.006994782608696,2.833885652173913,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Belize,BLZ,WF,Wildfire,GWIS seasonal API,2.76,March,Low,1,0,0.5105904347826088,1.1726556521739129,2.7641004347826086,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Saint Kitts and Nevis,KNA,WF,Wildfire,GWIS seasonal API,2.75,March,Low,1,0,1.2613134782608697,1.9741691304347826,2.7498126086956525,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Guyana,GUY,WF,Wildfire,GWIS seasonal API,2.14,March,Low,1,0,1.5938891304347826,1.978863043478261,2.1370391304347827,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Brazil,BRA,WF,Wildfire,GWIS seasonal API,1.34,January,Very Low,3,0,1.344815652173913,0.9602495652173914,0.8014773913043479,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Suriname,SUR,WF,Wildfire,GWIS seasonal API,0.91,March,Very Low,3,0,0.5750073913043477,0.7211447826086956,0.9087882608695652,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Bolivia,BOL,WF,Wildfire,GWIS seasonal API,0.61,January,Very Low,3,0,0.6084039130434783,0.41060913043478264,0.502424347826087,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Peru,PER,WF,Wildfire,GWIS seasonal API,0.5,January,Very Low,3,0,0.4953,0.27852,0.20725,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Ecuador,ECU,WF,Wildfire,GWIS seasonal API,0.3,January,Very Low,3,0,0.30382565217391305,0.14129434782608694,0.07152739130434782,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Canada,CAN,WF,Wildfire,GWIS seasonal API,0.03,March,Very Low,3,0,0.0051282608695652175,0.006142173913043478,0.02562478260869565,Northern America,,Northern America
2,Asia-Pacific,Drought/Wildfire,Afghanistan,AFG,DR,Drought,INFORM risk-score API,7.9,March,Very High,1,2,4.2,5.2,7.9,Southern Asia,,Southern Asia
2,Asia-Pacific,Drought/Wildfire,Mongolia,MNG,DR,Drought,INFORM risk-score API,5.7,March,High,1,1,1.7,1.7,5.7,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Drought/Wildfire,"Micronesia, Federated States of",FSM,DR,Drought,INFORM risk-score API,5.4,January,High,3,3,5.4,5.4,5.4,Micronesia,,Micronesia
2,Asia-Pacific,Drought/Wildfire,Thailand,THA,DR,Drought,INFORM risk-score API,5.3,March,High,2,2,5.0,5.1,5.3,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,India,IND,DR,Drought,INFORM risk-score API,5.0,January,Medium,3,0,5.0,4.9,5.0,Southern Asia,,Southern Asia
2,Asia-Pacific,Drought/Wildfire,Bangladesh,BGD,DR,Drought,INFORM risk-score API,4.8,February,Medium,3,0,4.4,4.8,4.1,Southern Asia,,Southern Asia
2,Asia-Pacific,Drought/Wildfire,Pakistan,PAK,DR,Drought,INFORM risk-score API,4.8,February,Medium,3,0,4.7,4.8,4.8,Southern Asia,,Southern Asia
2,Asia-Pacific,Drought/Wildfire,Australia,AUS,DR,Drought,INFORM risk-score API,4.7,March,Medium,3,0,4.4,4.5,4.7,Australia and New Zealand,,Australia and New Zealand
2,Asia-Pacific,Drought/Wildfire,China,CHN,DR,Drought,INFORM risk-score API,4.6,January,Medium,3,0,4.6,4.6,4.6,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Drought/Wildfire,Cambodia,KHM,DR,Drought,INFORM risk-score API,3.9,January,Medium,3,0,3.9,3.9,3.7,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,Kiribati,KIR,DR,Drought,INFORM risk-score API,3.8,January,Medium,3,0,3.8,3.8,3.8,Micronesia,,Micronesia
2,Asia-Pacific,Drought/Wildfire,Philippines,PHL,DR,Drought,INFORM risk-score API,3.7,January,Medium,3,0,3.7,3.7,3.7,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,Sri Lanka,LKA,DR,Drought,INFORM risk-score API,3.5,January,Low,3,0,3.5,3.5,3.5,Southern Asia,,Southern Asia
2,Asia-Pacific,Drought/Wildfire,Indonesia,IDN,DR,Drought,INFORM risk-score API,3.4,January,Low,3,0,3.4,3.3,3.2,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,Marshall Islands,MHL,DR,Drought,INFORM risk-score API,3.4,January,Low,3,0,3.4,3.4,3.4,Micronesia,,Micronesia
2,Asia-Pacific,Drought/Wildfire,Viet Nam,VNM,DR,Drought,INFORM risk-score API,3.4,January,Low,3,0,3.4,3.4,3.4,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,Democratic People's Republic of Korea,PRK,DR,Drought,INFORM risk-score API,3.3,January,Low,3,0,3.3,3.3,3.3,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Drought/Wildfire,Malaysia,MYS,DR,Drought,INFORM risk-score API,3.3,January,Low,3,0,3.3,2.8,2.9,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,Papua New Guinea,PNG,DR,Drought,INFORM risk-score API,2.5,January,Low,3,0,2.5,2.5,2.5,Melanesia,,Melanesia
2,Asia-Pacific,Drought/Wildfire,Lao People's Democratic Republic,LAO,DR,Drought,INFORM risk-score API,2.4,January,Low,3,0,2.4,2.4,2.4,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,Nepal,NPL,DR,Drought,INFORM risk-score API,2.2,March,Low,2,0,2.0,2.1,2.2,Southern Asia,,Southern Asia
2,Asia-Pacific,Drought/Wildfire,Fiji,FJI,DR,Drought,INFORM risk-score API,2.0,January,Very Low,3,0,2.0,2.0,2.0,Melanesia,,Melanesia
2,Asia-Pacific,Drought/Wildfire,Timor-Leste,TLS,DR,Drought,INFORM risk-score API,1.5,January,Very Low,3,0,1.5,1.5,1.5,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,New Zealand,NZL,DR,Drought,INFORM risk-score API,1.2,March,Very Low,3,0,0.5,0.5,1.2,Australia and New Zealand,,Australia and New Zealand
2,Asia-Pacific,Drought/Wildfire,Solomon Islands,SLB,DR,Drought,INFORM risk-score API,0.8,January,Very Low,3,0,0.8,0.8,0.8,Melanesia,,Melanesia
2,Asia-Pacific,Drought/Wildfire,Japan,JPN,DR,Drought,INFORM risk-score API,0.5,March,Very Low,3,0,0.0,0.1,0.5,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Drought/Wildfire,Samoa,WSM,DR,Drought,INFORM risk-score API,0.5,January,Very Low,3,0,0.5,0.5,0.5,Polynesia,,Polynesia
2,Asia-Pacific,Drought/Wildfire,Tonga,TON,DR,Drought,INFORM risk-score API,0.5,January,Very Low,3,0,0.5,0.5,0.5,Polynesia,,Polynesia
2,Asia-Pacific,Drought/Wildfire,Tuvalu,TUV,DR,Drought,INFORM risk-score API,0.5,January,Very Low,3,0,0.5,0.5,0.5,Polynesia,,Polynesia
2,Asia-Pacific,Drought/Wildfire,Myanmar,MMR,DR,Drought,INFORM risk-score API,0.4,March,Very Low,3,0,0.3,0.3,0.4,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,Republic of Korea,KOR,DR,Drought,INFORM risk-score API,0.3,January,Very Low,3,0,0.3,0.3,0.3,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Drought/Wildfire,Bhutan,BTN,DR,Drought,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Southern Asia,,Southern Asia
2,Asia-Pacific,Drought/Wildfire,Brunei Darussalam,BRN,DR,Drought,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,Maldives,MDV,DR,Drought,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Southern Asia,,Southern Asia
2,Asia-Pacific,Drought/Wildfire,Palau,PLW,DR,Drought,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Micronesia,,Micronesia
2,Asia-Pacific,Drought/Wildfire,Singapore,SGP,DR,Drought,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Drought/Wildfire,Vanuatu,VUT,DR,Drought,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Melanesia,,Melanesia
2,Asia-Pacific,Floods/TC,Indonesia,IDN,FL,Flood,INFORM risk-score API,8.1,January,Very High,2,2,8.1,6.9,4.3,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Philippines,PHL,FL,Flood,INFORM risk-score API,7.2,January,Very High,1,1,7.2,3.4,2.3,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Malaysia,MYS,FL,Flood,INFORM risk-score API,5.7,January,High,1,1,5.7,2.8,0.5,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Papua New Guinea,PNG,FL,Flood,INFORM risk-score API,5.0,March,Medium,1,0,2.5,2.5,5.0,Melanesia,,Melanesia
2,Asia-Pacific,Floods/TC,Sri Lanka,LKA,FL,Flood,INFORM risk-score API,3.1,January,Low,1,0,3.1,1.8,0.6,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Afghanistan,AFG,FL,Flood,INFORM risk-score API,3.0,March,Low,1,0,1.1,0.8,3.0,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Thailand,THA,FL,Flood,INFORM risk-score API,2.9,January,Low,1,0,2.9,0.7,1.5,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,New Zealand,NZL,FL,Flood,INFORM risk-score API,1.9,January,Very Low,3,0,1.9,1.9,1.9,Australia and New Zealand,,Australia and New Zealand
2,Asia-Pacific,Floods/TC,Pakistan,PAK,FL,Flood,INFORM risk-score API,1.8,February,Very Low,3,0,0.4,1.8,1.8,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Timor-Leste,TLS,FL,Flood,INFORM risk-score API,1.1,January,Very Low,3,0,1.1,0.0,0.0,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Bangladesh,BGD,FL,Flood,INFORM risk-score API,0.8,March,Very Low,3,0,0.0,0.0,0.8,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Viet Nam,VNM,FL,Flood,INFORM risk-score API,0.6,January,Very Low,3,0,0.6,0.0,0.0,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,India,IND,FL,Flood,INFORM risk-score API,0.5,March,Very Low,3,0,0.0,0.2,0.5,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,China,CHN,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.0,0.1,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Floods/TC,Fiji,FJI,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Melanesia,,Melanesia
2,Asia-Pacific,Floods/TC,Kiribati,KIR,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Micronesia,,Micronesia
2,Asia-Pacific,Floods/TC,Maldives,MDV,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Marshall Islands,MHL,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Micronesia,,Micronesia
2,Asia-Pacific,Floods/TC,"Micronesia, Federated States of",FSM,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Micronesia,,Micronesia
2,Asia-Pacific,Floods/TC,Palau,PLW,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Micronesia,,Micronesia
2,Asia-Pacific,Floods/TC,Samoa,WSM,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Polynesia,,Polynesia
2,Asia-Pacific,Floods/TC,Singapore,SGP,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Solomon Islands,SLB,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Melanesia,,Melanesia
2,Asia-Pacific,Floods/TC,Tonga,TON,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Polynesia,,Polynesia
2,Asia-Pacific,Floods/TC,Tuvalu,TUV,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Polynesia,,Polynesia
2,Asia-Pacific,Floods/TC,Vanuatu,VUT,FL,Flood,INFORM risk-score API,0.1,January,Very Low,3,0,0.1,0.1,0.1,Melanesia,,Melanesia
2,Asia-Pacific,Floods/TC,Australia,AUS,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Australia and New Zealand,,Australia and New Zealand
2,Asia-Pacific,Floods/TC,Bhutan,BTN,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Brunei Darussalam,BRN,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Cambodia,KHM,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Democratic People's Republic of Korea,PRK,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Floods/TC,Japan,JPN,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Floods/TC,Lao People's Democratic Republic,LAO,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Mongolia,MNG,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Floods/TC,Myanmar,MMR,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Nepal,NPL,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Republic of Korea,KOR,FL,Flood,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Floods/TC,Tonga,TON,TC,Tropical Cyclone,INFORM risk-score API,6.2,February,High,2,2,1.8,6.2,5.6,Polynesia,,Polynesia
2,Asia-Pacific,Floods/TC,Indonesia,IDN,TC,Tropical Cyclone,INFORM risk-score API,6.1,March,High,2,2,2.4,5.8,6.1,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Australia,AUS,TC,Tropical Cyclone,INFORM risk-score API,4.8,February,Medium,2,0,1.9,4.8,4.6,Australia and New Zealand,,Australia and New Zealand
2,Asia-Pacific,Floods/TC,Samoa,WSM,TC,Tropical Cyclone,INFORM risk-score API,4.4,February,Medium,2,0,1.3,4.4,4.0,Polynesia,,Polynesia
2,Asia-Pacific,Floods/TC,Vanuatu,VUT,TC,Tropical Cyclone,INFORM risk-score API,4.4,February,Medium,2,0,2.0,4.4,4.3,Melanesia,,Melanesia
2,Asia-Pacific,Floods/TC,Solomon Islands,SLB,TC,Tropical Cyclone,INFORM risk-score API,4.1,February,Medium,2,0,1.9,4.1,4.0,Melanesia,,Melanesia
2,Asia-Pacific,Floods/TC,Timor-Leste,TLS,TC,Tropical Cyclone,INFORM risk-score API,3.6,February,Medium,1,0,1.4,3.6,3.5,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Fiji,FJI,TC,Tropical Cyclone,INFORM risk-score API,3.1,February,Low,2,0,1.0,3.1,2.9,Melanesia,,Melanesia
2,Asia-Pacific,Floods/TC,New Zealand,NZL,TC,Tropical Cyclone,INFORM risk-score API,2.9,February,Low,2,0,1.2,2.9,2.7,Australia and New Zealand,,Australia and New Zealand
2,Asia-Pacific,Floods/TC,Papua New Guinea,PNG,TC,Tropical Cyclone,INFORM risk-score API,2.6,February,Low,2,0,1.2,2.6,2.5,Melanesia,,Melanesia
2,Asia-Pacific,Floods/TC,Japan,JPN,TC,Tropical Cyclone,INFORM risk-score API,0.8,March,Very Low,3,0,0.3,0.2,0.8,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Floods/TC,Philippines,PHL,TC,Tropical Cyclone,INFORM risk-score API,0.8,March,Very Low,3,0,0.3,0.2,0.8,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,China,CHN,TC,Tropical Cyclone,INFORM risk-score API,0.6,March,Very Low,3,0,0.2,0.2,0.6,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Floods/TC,Republic of Korea,KOR,TC,Tropical Cyclone,INFORM risk-score API,0.6,March,Very Low,3,0,0.2,0.2,0.6,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Floods/TC,Viet Nam,VNM,TC,Tropical Cyclone,INFORM risk-score API,0.6,March,Very Low,3,0,0.2,0.2,0.6,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Democratic People's Republic of Korea,PRK,TC,Tropical Cyclone,INFORM risk-score API,0.5,March,Very Low,3,0,0.2,0.2,0.5,Eastern Asia,,Eastern Asia
2,Asia-Pacific,Floods/TC,Myanmar,MMR,TC,Tropical Cyclone,INFORM risk-score API,0.4,March,Very Low,3,0,0.1,0.1,0.4,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Thailand,THA,TC,Tropical Cyclone,INFORM risk-score API,0.4,March,Very Low,3,0,0.1,0.1,0.4,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Cambodia,KHM,TC,Tropical Cyclone,INFORM risk-score API,0.3,March,Very Low,3,0,0.1,0.1,0.3,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Lao People's Democratic Republic,LAO,TC,Tropical Cyclone,INFORM risk-score API,0.3,March,Very Low,3,0,0.1,0.1,0.3,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Palau,PLW,TC,Tropical Cyclone,INFORM risk-score API,0.3,March,Very Low,3,0,0.2,0.1,0.3,Micronesia,,Micronesia
2,Asia-Pacific,Floods/TC,Malaysia,MYS,TC,Tropical Cyclone,INFORM risk-score API,0.2,March,Very Low,3,0,0.1,0.1,0.2,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,Marshall Islands,MHL,TC,Tropical Cyclone,INFORM risk-score API,0.1,March,Very Low,3,0,0.0,0.0,0.1,Micronesia,,Micronesia
2,Asia-Pacific,Floods/TC,Afghanistan,AFG,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Bangladesh,BGD,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Bhutan,BTN,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Brunei Darussalam,BRN,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,South-eastern Asia,,South-eastern Asia
2,Asia-Pacific,Floods/TC,India,IND,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Southern Asia,,Southern Asia
2,Asia-Pacific,Floods/TC,Kiribati,KIR,TC,Tropical Cyclone,INFORM risk-score API,0.0,January,Very Low,3,0,0.0,0.0,0.0,Micronesia,,Micronesia
